db_id,question,gold_sql,predicted_sql,execution_accuracy
world_1,What is the language spoken by the largest percentage of people in each country?,"SELECT LANGUAGE ,  CountryCode ,  max(Percentage) FROM countrylanguage GROUP BY CountryCode","To find the language spoken by the largest percentage of people in each country, you can join the `city`, `country`, and `countrylanguage` tables, group by country, and find the language with the maximum percentage for each country:

```sql
SELECT c.Name AS CountryName, cl.Language
FROM country c
JOIN countrylanguage cl ON c.Code = cl.CountryCode
JOIN (
  SELECT City.CountryCode, city.Country","PRED_FAIL: near ""To"": syntax error"
world_1,"What are the country codes of the different countries, and what are the languages spoken by the greatest percentage of people for each?","SELECT LANGUAGE ,  CountryCode ,  max(Percentage) FROM countrylanguage GROUP BY CountryCode","SELECT c.Code, cl.Language, cl.Percentage
FROM country c
JOIN countrylanguage cl ON c.Code = cl.CountryCode
ORDER BY cl.Percentage DESC",MISMATCH
world_1,What is the total number of countries where Spanish is spoken by the largest percentage of people?,"SELECT count(*) ,   max(Percentage) FROM countrylanguage WHERE LANGUAGE  =  ""Spanish"" GROUP BY CountryCode","To find the country where Spanish is spoken by the largest percentage of the population, you would first need to join the `country` and `countrylanguage` tables on their common `CountryCode` column, and then find the maximum percentage of Spanish speakers. Here's the SQL query for that:

```sql
SELECT c.Name, cl.Percentage
FROM country AS c
JOIN countrylanguage AS cl ON c.Code = cl.CountryCode
WHERE cl","PRED_FAIL: near ""To"": syntax error"
world_1,Count the number of countries for which Spanish is the predominantly spoken language.,"SELECT count(*) ,   max(Percentage) FROM countrylanguage WHERE LANGUAGE  =  ""Spanish"" GROUP BY CountryCode","To count the number of countries where Spanish is the predominantly spoken language, you can use the following SQL query:

```sql
SELECT COUNT(DISTINCT c.Code)
FROM country c
JOIN countrylanguage cl ON c.Code = cl.CountryCode
WHERE cl.Language = 'Spanish'
AND cl.Percentage = (
  SELECT MAX(pl.Percentage)
  FROM countrylanguage pl
  WHERE pl","PRED_FAIL: near ""To"": syntax error"
world_1,What are the codes of countries where Spanish is spoken by the largest percentage of people?,"SELECT CountryCode ,  max(Percentage) FROM countrylanguage WHERE LANGUAGE  =  ""Spanish"" GROUP BY CountryCode","To find the codes of countries where Spanish is spoken by the largest percentage of people, you can join the `country` and `countrylanguage` tables on their common `CountryCode` column, and then use a subquery to find the countries with the maximum percentage of Spanish speakers:

```sql
SELECT c.Code
FROM country c
JOIN countrylanguage cl ON c.Code = cl.CountryCode
WHERE cl.Language = 'Spanish'
GROUP BY","PRED_FAIL: near ""To"": syntax error"
world_1,Return the codes of countries for which Spanish is the predominantly spoken language.,"SELECT CountryCode ,  max(Percentage) FROM countrylanguage WHERE LANGUAGE  =  ""Spanish"" GROUP BY CountryCode","SELECT Country.Code
FROM country
JOIN countrylanguage ON country.Code = countrylanguage.CountryCode
WHERE Language = 'Spanish'
GROUP BY Country.Code
HAVING SUM(Percentage) > 50;",MISMATCH
orchestra,How many conductors are there?,SELECT count(*) FROM conductor,SELECT COUNT(*) FROM conductor;,MATCH
orchestra,Count the number of conductors.,SELECT count(*) FROM conductor,SELECT COUNT(*) FROM conductor;,MATCH
orchestra,List the names of conductors in ascending order of age.,SELECT Name FROM conductor ORDER BY Age ASC,"SELECT Name, Age 
FROM conductor 
ORDER BY Age ASC;",MISMATCH
orchestra,"What are the names of conductors, ordered by age?",SELECT Name FROM conductor ORDER BY Age ASC,"SELECT Name, Age 
FROM conductor 
ORDER BY Age;",MISMATCH
orchestra,"What are the names of conductors whose nationalities are not ""USA""?",SELECT Name FROM conductor WHERE Nationality != 'USA',"SELECT Name 
FROM conductor 
WHERE Nationality != 'USA';",MATCH
orchestra,"Return the names of conductors that do not have the nationality ""USA"".",SELECT Name FROM conductor WHERE Nationality != 'USA',"SELECT Name 
FROM conductor 
WHERE Nationality <> 'USA';",MATCH
orchestra,What are the record companies of orchestras in descending order of years in which they were founded?,SELECT Record_Company FROM orchestra ORDER BY Year_of_Founded DESC,"SELECT orchestra.Record_Company
FROM orchestra
ORDER BY Year_of_Founded DESC;",MATCH
orchestra,"Return the record companies of orchestras, sorted descending by the years in which they were founded.",SELECT Record_Company FROM orchestra ORDER BY Year_of_Founded DESC,"SELECT Record_Company
FROM orchestra
ORDER BY Year_of_Founded DESC;",MATCH
orchestra,What is the average attendance of shows?,SELECT avg(Attendance) FROM SHOW,"SELECT AVG(attendance.Attendance) AS Average_Attendance
FROM show
JOIN performance ON show.Performance_ID = performance.Performance_ID;",PRED_FAIL: no such column: attendance.Attendance
orchestra,Return the average attendance across all shows.,SELECT avg(Attendance) FROM SHOW,"SELECT AVG(show.Attendance) AS Average_Attendance
FROM show;",MATCH
orchestra,"What are the maximum and minimum share of performances whose type is not ""Live final"".","SELECT max(SHARE) ,  min(SHARE) FROM performance WHERE TYPE != ""Live final""","SELECT MIN(Share) AS ""Minimum Share of Non-Live Final Performances"", MAX(Share) AS ""Maximum Share of Non-Live Final Performances""
FROM performance
WHERE Type != 'Live final';",MISMATCH
orchestra,"Return the maximum and minimum shares for performances that do not have the type ""Live final"".","SELECT max(SHARE) ,  min(SHARE) FROM performance WHERE TYPE != ""Live final""","SELECT MIN(share) as ""Minimum Share"", MAX(share) as ""Maximum Share""
FROM performance
WHERE Type != 'Live final';",MISMATCH
orchestra,How many different nationalities do conductors have?,SELECT count(DISTINCT Nationality) FROM conductor,"SELECT DISTINCT Nationality
FROM conductor;",MISMATCH
orchestra,Count the number of different nationalities of conductors.,SELECT count(DISTINCT Nationality) FROM conductor,SELECT DISTINCT Nationality FROM conductor;,MISMATCH
orchestra,List names of conductors in descending order of years of work.,SELECT Name FROM conductor ORDER BY Year_of_Work DESC,"SELECT conductor.Name
FROM conductor
ORDER BY years_of_work DESC;",PRED_FAIL: no such column: years_of_work
orchestra,"What are the names of conductors, sorted descending by the number of years they have worked?",SELECT Name FROM conductor ORDER BY Year_of_Work DESC,"SELECT c.Name, COUNT(p.Performance_ID) as Years_Worked
FROM conductor c
JOIN performance p ON c.Conductor_ID = p.Orchestra_ID
GROUP BY c.Name
ORDER BY Years_Worked DESC;",MISMATCH
orchestra,List the name of the conductor with the most years of work.,SELECT Name FROM conductor ORDER BY Year_of_Work DESC LIMIT 1,"SELECT Name 
FROM conductor 
ORDER BY Year_of_Work DESC 
LIMIT 1;",MATCH
orchestra,What is the name of the conductor who has worked the greatest number of years?,SELECT Name FROM conductor ORDER BY Year_of_Work DESC LIMIT 1,"SELECT c.Name
FROM conductor c
JOIN performance p ON c.Conductor_ID = p.Orchestra_ID
GROUP BY c.Name, c.Conductor_ID
ORDER BY COUNT(p.Performance_ID) DESC
LIMIT 1;",MISMATCH
orchestra,Show the names of conductors and the orchestras they have conducted.,"SELECT T1.Name ,  T2.Orchestra FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID  =  T2.Conductor_ID","SELECT conductor.Name, orchestra.Orchestra
FROM conductor
JOIN orchestra ON conductor.Conductor_ID = orchestra.Conductor_ID;",MATCH
orchestra,What are the names of conductors as well as the corresonding orchestras that they have conducted?,"SELECT T1.Name ,  T2.Orchestra FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID  =  T2.Conductor_ID","SELECT conductor.Name, orchestra.Orchestra
FROM conductor
JOIN orchestra ON conductor.Conductor_ID = orchestra.Conductor_ID;",MATCH
orchestra,Show the names of conductors that have conducted more than one orchestras.,SELECT T1.Name FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID  =  T2.Conductor_ID GROUP BY T2.Conductor_ID HAVING COUNT(*)  >  1,"SELECT c.Name
FROM conductor c
WHERE Conductor_ID IN (
  SELECT Conductor_ID
  FROM orchestra o1
  WHERE Conductor_ID = c.Conductor_ID
  UNION ALL
  SELECT Conductor_ID
  FROM orchestra o2
  WHERE Conductor_ID = c.Conductor_ID
  AND Conductor_ID <> (",PRED_FAIL: incomplete input
orchestra,What are the names of conductors who have conducted at more than one orchestra?,SELECT T1.Name FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID  =  T2.Conductor_ID GROUP BY T2.Conductor_ID HAVING COUNT(*)  >  1,"To find the names of conductors who have conducted at more than one orchestra, you can use the following SQL query:

```sql
SELECT c.Name
FROM conductor c
WHERE EXISTS (
  SELECT 1
  FROM orchestra o1
  WHERE o1.Conductor_ID = c.Conductor_ID
)
AND EXISTS (
  SELECT 1
  FROM orchestra o2","PRED_FAIL: near ""To"": syntax error"
orchestra,Show the name of the conductor that has conducted the most number of orchestras.,SELECT T1.Name FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID  =  T2.Conductor_ID GROUP BY T2.Conductor_ID ORDER BY COUNT(*) DESC LIMIT 1,"SELECT c.Name
FROM conductor c
JOIN orchestra o ON c.Conductor_ID = o.Conductor_ID
GROUP BY c.Name
ORDER BY COUNT(o.Orchestra_ID) DESC
LIMIT 1;",MISMATCH
orchestra,What is the name of the conductor who has conducted the most orchestras?,SELECT T1.Name FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID  =  T2.Conductor_ID GROUP BY T2.Conductor_ID ORDER BY COUNT(*) DESC LIMIT 1,"SELECT c.Name
FROM conductor c
JOIN orchestra o ON c.Conductor_ID = o.Conductor_ID
GROUP BY c.Name
ORDER BY COUNT(*) DESC
LIMIT 1;",MISMATCH
orchestra,Please show the name of the conductor that has conducted orchestras founded after 2008.,SELECT T1.Name FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID  =  T2.Conductor_ID WHERE Year_of_Founded  >  2008,"SELECT c.Name
FROM conductor c
JOIN orchestra o ON c.Conductor_ID = o.Conductor_ID
WHERE o.Year_of_Founded > 2008;",MATCH
orchestra,What are the names of conductors who have conducted orchestras founded after the year 2008?,SELECT T1.Name FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID  =  T2.Conductor_ID WHERE Year_of_Founded  >  2008,"SELECT c.Name
FROM conductor c
JOIN orchestra o ON c.Conductor_ID = o.Conductor_ID
WHERE o.Year_of_Founded > 2008;",MATCH
orchestra,Please show the different record companies and the corresponding number of orchestras.,"SELECT Record_Company ,  COUNT(*) FROM orchestra GROUP BY Record_Company","SELECT DISTINCT Record_Company, COUNT(*) as Number_of_Orchestras
FROM orchestra
GROUP BY Record_Company;",MATCH
orchestra,How many orchestras does each record company manage?,"SELECT Record_Company ,  COUNT(*) FROM orchestra GROUP BY Record_Company","SELECT Record_Company, COUNT(*) as Number_of_Orchestras
FROM orchestra
GROUP BY Record_Company;",MATCH
orchestra,Please show the record formats of orchestras in ascending order of count.,SELECT Major_Record_Format FROM orchestra GROUP BY Major_Record_Format ORDER BY COUNT(*) ASC,"SELECT Major_Record_Format, COUNT(*) as num_orchestras
 FROM orchestra
 GROUP BY Major_Record_Format
 ORDER BY num_orchestras ASC;",MISMATCH
orchestra,"What are the major record formats of orchestras, sorted by their frequency?",SELECT Major_Record_Format FROM orchestra GROUP BY Major_Record_Format ORDER BY COUNT(*) ASC,"SELECT Major_Record_Format, COUNT(*) as frequency
FROM orchestra
GROUP BY Major_Record_Format
ORDER BY frequency DESC;",MISMATCH
orchestra,List the record company shared by the most number of orchestras.,SELECT Record_Company FROM orchestra GROUP BY Record_Company ORDER BY COUNT(*) DESC LIMIT 1,"SELECT Record_Company
FROM orchestra
GROUP BY Record_Company
ORDER BY (SELECT COUNT(*) FROM orchestra WHERE Record_Company = orchestra.Record_Company) DESC
LIMIT 1;",MISMATCH
orchestra,What is the record company used by the greatest number of orchestras?,SELECT Record_Company FROM orchestra GROUP BY Record_Company ORDER BY COUNT(*) DESC LIMIT 1,"SELECT Record_Company, COUNT(*) as Number_of_Orchestras
FROM orchestra
GROUP BY Record_Company
ORDER BY Number_of_Orchestras DESC
LIMIT 1;",MISMATCH
orchestra,List the names of orchestras that have no performance.,SELECT Orchestra FROM orchestra WHERE Orchestra_ID NOT IN (SELECT Orchestra_ID FROM performance),"SELECT o.Orchestra
FROM orchestra o
LEFT JOIN performance p ON o.Orchestra_ID = p.Orchestra_ID
WHERE p.Performance_ID IS NULL;",MATCH
orchestra,What are the orchestras that do not have any performances?,SELECT Orchestra FROM orchestra WHERE Orchestra_ID NOT IN (SELECT Orchestra_ID FROM performance),"SELECT o.Orchestra
FROM orchestra o
LEFT JOIN performance p ON o.Orchestra_ID = p.Orchestra_ID
WHERE p.Performance_ID IS NULL;",MATCH
orchestra,Show the record companies shared by orchestras founded before 2003 and after 2003.,SELECT Record_Company FROM orchestra WHERE Year_of_Founded  <  2003 INTERSECT SELECT Record_Company FROM orchestra WHERE Year_of_Founded  >  2003,"SELECT DISTINCT Record_Company
FROM orchestra
WHERE Year_of_Founded < 2003 OR Year_of_Founded > 2003
ORDER BY Record_Company;",MISMATCH
orchestra,What are the record companies that are used by both orchestras founded before 2003 and those founded after 2003?,SELECT Record_Company FROM orchestra WHERE Year_of_Founded  <  2003 INTERSECT SELECT Record_Company FROM orchestra WHERE Year_of_Founded  >  2003,"To find the record companies used by orchestras founded before and after 2003, you can use the following SQL query:

```sql
SELECT DISTINCT Record_Company
FROM orchestra
WHERE Year_of_Founded < 2003 OR Year_of_Founded > 2003
GROUP BY Record_Company
HAVING (Year_of_Founded < 2003) OR (","PRED_FAIL: near ""To"": syntax error"
orchestra,"Find the number of orchestras whose record format is ""CD"" or ""DVD"".","SELECT COUNT(*) FROM orchestra WHERE Major_Record_Format  =  ""CD"" OR Major_Record_Format  =  ""DVD""","SELECT COUNT(*) FROM orchestra WHERE Major_Record_Format IN ('CD', 'DVD');",MATCH
orchestra,Count the number of orchestras that have CD or DVD as their record format.,"SELECT COUNT(*) FROM orchestra WHERE Major_Record_Format  =  ""CD"" OR Major_Record_Format  =  ""DVD""","SELECT COUNT(DISTINCT orchestra.Orchestra_ID)
FROM orchestra
WHERE Major_Record_Format IN ('CD' , 'DVD') ;",MATCH
orchestra,Show the years in which orchestras that have given more than one performance are founded.,SELECT Year_of_Founded FROM orchestra AS T1 JOIN performance AS T2 ON T1.Orchestra_ID  =  T2.Orchestra_ID GROUP BY T2.Orchestra_ID HAVING COUNT(*)  >  1,"To show the years in which orchestras that have given more than one performance are founded, you can use the following SQL query:

```sql
SELECT o.Year_of_Founded
FROM orchestra o
WHERE (
  SELECT COUNT(*)
  FROM performance p
  WHERE p.Orchestra_ID = o.Orchestra_ID
  GROUP BY p.Orchestra_ID
  HAVING COUNT(","PRED_FAIL: near ""To"": syntax error"
orchestra,What are years of founding for orchestras that have had more than a single performance?,SELECT Year_of_Founded FROM orchestra AS T1 JOIN performance AS T2 ON T1.Orchestra_ID  =  T2.Orchestra_ID GROUP BY T2.Orchestra_ID HAVING COUNT(*)  >  1,"SELECT orchestra.Year_of_Founded
FROM orchestra
WHERE Orchestra_ID IN (
  SELECT Orchestra_ID
  FROM performance
  GROUP BY Orchestra_ID
  HAVING COUNT(*) > 1
);",MATCH
network_1,How many high schoolers are there?,SELECT count(*) FROM Highschooler,SELECT COUNT(*) FROM Highschooler;,MATCH
network_1,Count the number of high schoolers.,SELECT count(*) FROM Highschooler,SELECT COUNT(*) FROM Highschooler;,MATCH
network_1,Show the names and grades of each high schooler.,"SELECT name ,  grade FROM Highschooler","SELECT Highschooler.name, Highschooler.grade FROM Highschooler;",MATCH
network_1,What are the names and grades for each high schooler?,"SELECT name ,  grade FROM Highschooler","SELECT Highschooler.name, Highschooler.grade FROM Highschooler;",MATCH
network_1,Show all the grades of the high schoolers.,SELECT grade FROM Highschooler,"SELECT Highschooler.grade
FROM Highschooler;",MATCH
network_1,What is the grade of each high schooler?,SELECT grade FROM Highschooler,"SELECT Highschooler.grade
FROM Highschooler;",MATCH
network_1,What grade is Kyle in?,"SELECT grade FROM Highschooler WHERE name  =  ""Kyle""","SELECT grade 
FROM Highschooler 
WHERE name = 'Kyle'",MATCH
network_1,Return the grade for the high schooler named Kyle.,"SELECT grade FROM Highschooler WHERE name  =  ""Kyle""",SELECT grade FROM Highschooler WHERE name = 'Kyle';,MATCH
network_1,Show the names of all high schoolers in grade 10.,SELECT name FROM Highschooler WHERE grade  =  10,SELECT name FROM Highschooler WHERE grade = 10;,MATCH
network_1,What are the names of all high schoolers in grade 10?,SELECT name FROM Highschooler WHERE grade  =  10,SELECT name FROM Highschooler WHERE grade = 10;,MATCH
network_1,Show the ID of the high schooler named Kyle.,"SELECT ID FROM Highschooler WHERE name  =  ""Kyle""",SELECT ID FROM Highschooler WHERE name = 'Kyle';,MATCH
network_1,What is Kyle's id?,"SELECT ID FROM Highschooler WHERE name  =  ""Kyle""","SELECT ID 
FROM Highschooler 
WHERE name = 'Kyle';",MATCH
network_1,How many high schoolers are there in grade 9 or 10?,SELECT count(*) FROM Highschooler WHERE grade  =  9 OR grade  =  10,"SELECT COUNT(*) FROM Highschooler WHERE grade IN (9, 10);",MATCH
network_1,Count the number of high schoolers in grades 9 or 10.,SELECT count(*) FROM Highschooler WHERE grade  =  9 OR grade  =  10,"SELECT COUNT(*) FROM Highschooler WHERE grade IN (9, 10);",MATCH
network_1,Show the number of high schoolers for each grade.,"SELECT grade ,  count(*) FROM Highschooler GROUP BY grade","SELECT grade, COUNT(*) as num_highschoolers
 FROM Highschooler
 GROUP BY grade;",MATCH
network_1,How many high schoolers are in each grade?,"SELECT grade ,  count(*) FROM Highschooler GROUP BY grade","SELECT grade, COUNT(*) as num_students
FROM Highschooler
GROUP BY grade;",MATCH
network_1,Which grade has the most high schoolers?,SELECT grade FROM Highschooler GROUP BY grade ORDER BY count(*) DESC LIMIT 1,"SELECT grade, COUNT(*) as num_students
FROM Highschooler
GROUP BY grade
ORDER BY num_students DESC
LIMIT 1;",MISMATCH
network_1,Return the grade that has the greatest number of high schoolers.,SELECT grade FROM Highschooler GROUP BY grade ORDER BY count(*) DESC LIMIT 1,"SELECT h.grade, COUNT(*) as num_students
FROM Highschooler h
GROUP BY h.grade
ORDER BY num_students DESC
LIMIT 1;",MISMATCH
network_1,Show me all grades that have at least 4 students.,SELECT grade FROM Highschooler GROUP BY grade HAVING count(*)  >=  4,"SELECT Highschooler.grade
FROM Highschooler
WHERE ID IN (
  SELECT student_id FROM Friend
  GROUP BY student_id
  HAVING COUNT(*) > 3
) OR ID IN (
  SELECT student_id FROM Likes
  GROUP BY student_id
  HAVING COUNT(*) > 3
);",MISMATCH
network_1,Which grades have 4 or more high schoolers?,SELECT grade FROM Highschooler GROUP BY grade HAVING count(*)  >=  4,"SELECT h.grade, COUNT(*) as num_students
FROM Highschooler h
GROUP BY h.grade
HAVING num_students >= 4;",MISMATCH
network_1,Show the student IDs and numbers of friends corresponding to each.,"SELECT student_id ,  count(*) FROM Friend GROUP BY student_id","SELECT h.ID AS student_id, COUNT(f.student_id) AS num_friends
FROM Highschooler h
LEFT JOIN Friend f ON h.ID = f.student_id
GROUP BY h.ID;",MISMATCH
network_1,How many friends does each student have?,"SELECT student_id ,  count(*) FROM Friend GROUP BY student_id","SELECT h1.ID, (SELECT COUNT(*) FROM Friend f1 WHERE f1.student_id = h1.ID) as num_friends
FROM Highschooler h1;",MISMATCH
network_1,Show the names of high school students and their corresponding number of friends.,"SELECT T2.name ,  count(*) FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id","SELECT Highschooler.name, COUNT(Friend.student_id) as num_friends
FROM Highschooler
LEFT JOIN Friend ON Highschooler.ID = Friend.student_id
GROUP BY Highschooler.ID;",MISMATCH
network_1,What are the names of the high schoolers and how many friends does each have?,"SELECT T2.name ,  count(*) FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id","SELECT Highschooler.name, COUNT(Friend.student_id) as num_friends
FROM Highschooler
LEFT JOIN Friend ON Highschooler.ID = Friend.student_id
GROUP BY Highschooler.ID;",MISMATCH
network_1,What is the name of the high schooler who has the greatest number of friends?,SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id ORDER BY count(*) DESC LIMIT 1,"To find the name of the high schooler with the greatest number of friends, you can use the following SQL query:

```sql
SELECT name
FROM Highschooler AS h
JOIN (
  SELECT student_id, COUNT(*) AS num_friends
  FROM Friend
  GROUP BY student_id
  ORDER BY num_friends DESC
  LIMIT 1
) AS f ON h.ID = f.","PRED_FAIL: near ""To"": syntax error"
network_1,Return the name of the high school student with the most friends.,SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id ORDER BY count(*) DESC LIMIT 1,"To find the name of the high school student with the most friends, you can use the following SQL query:

```sql
SELECT h.name
FROM Highschooler h
JOIN (
  SELECT student_id, COUNT(*) as num_friends
  FROM Friend
  GROUP BY student_id
  ORDER BY num_friends DESC
  LIMIT 1
) f ON h.ID = f.student_","PRED_FAIL: near ""To"": syntax error"
network_1,Show the names of high schoolers who have at least 3 friends.,SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id HAVING count(*)  >=  3,"SELECT h.name
FROM Highschooler h
JOIN Friend f1 ON h.ID = f1.student_id
JOIN Friend f2 ON h.ID = f2.friend_id OR f2.student_id = h.ID
JOIN Friend f3 ON h.ID = f3.student_id OR h.ID = f3.friend_id
GROUP BY h.ID, h.name
HAVING COUNT",PRED_FAIL: no such column: COUNT
network_1,What are the names of high schoolers who have 3 or more friends?,SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id HAVING count(*)  >=  3,"SELECT h.name
FROM Highschooler h
JOIN Friend f1 ON h.ID = f1.student_id
JOIN Friend f2 ON h.ID = f2.friend_id OR f1.student_id = f2.student_id
JOIN Friend f3 ON h.ID = f3.student_id AND f1.student_id != f3.student_id AND f1.friend_id != f3",PRED_FAIL: no such column: f3
network_1,Show the names of all of the high schooler Kyle's friends.,"SELECT T3.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id JOIN Highschooler AS T3 ON T1.friend_id  =  T3.id WHERE T2.name  =  ""Kyle""","SELECT h1.name
FROM Highschooler h1
JOIN Friend f ON h1.ID = f.student_id
JOIN Highschooler h2 ON f.friend_id = h2.ID
WHERE h1.name = 'Kyle';",MISMATCH
network_1,Return the names of friends of the high school student Kyle.,"SELECT T3.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id JOIN Highschooler AS T3 ON T1.friend_id  =  T3.id WHERE T2.name  =  ""Kyle""","SELECT h1.name
FROM Highschooler h1
JOIN Friend f ON h1.ID = f.student_id
JOIN Highschooler h2 ON f.friend_id = h2.ID
WHERE h1.name = 'Kyle';",MISMATCH
network_1,How many friends does the high school student Kyle have?,"SELECT count(*) FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id WHERE T2.name  =  ""Kyle""",SELECT COUNT(*) FROM Friend WHERE (student_id = (SELECT ID FROM Highschooler WHERE name = 'Kyle') OR friend_id = (SELECT ID FROM Highschooler WHERE name = 'Kyle'));,MISMATCH
network_1,Count the number of friends Kyle has.,"SELECT count(*) FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id WHERE T2.name  =  ""Kyle""","SELECT COUNT(*) FROM Friend 
WHERE (student_id = (SELECT ID FROM Highschooler WHERE name = 'Kyle') 
OR friend_id = (SELECT ID FROM Highschooler WHERE name = 'Kyle')) ;",MISMATCH
network_1,Show ids of all students who do not have any friends.,SELECT id FROM Highschooler EXCEPT SELECT student_id FROM Friend,"To find the IDs of students who do not have any friends, you can use a subquery to find students who do not have any records in the ""Friend"" table with their ID as either student_id or friend_id. Here's the SQL query:

```sql
SELECT ID 
FROM Highschooler 
WHERE ID NOT IN (
  SELECT student_id FROM Friend 
  UNION ALL
  SELECT friend_id FROM","PRED_FAIL: near ""To"": syntax error"
network_1,What are the ids of high school students who do not have friends?,SELECT id FROM Highschooler EXCEPT SELECT student_id FROM Friend,"To find the IDs of high school students who do not have friends, you can use a subquery to find students who do not have any records in the ""Friend"" table with their ID as either student_id or friend_id, and then select their IDs from the ""Highschooler"" table. Here's the SQL query:

```sql
SELECT ID 
FROM Highschooler 
WHERE ID NOT IN (
  SELECT student_id","PRED_FAIL: near ""To"": syntax error"
network_1,Show names of all high school students who do not have any friends.,SELECT name FROM Highschooler EXCEPT SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id,"SELECT name
FROM Highschooler
WHERE ID NOT IN (
  SELECT friend_id FROM Friend
  UNION ALL
  SELECT student_id FROM Friend
)
ORDER BY name;",MISMATCH
network_1,What are the names of students who have no friends?,SELECT name FROM Highschooler EXCEPT SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id,"To find the names of students who have no friends, you can use a subquery to find students who don't have any records in the ""Friend"" table that match their ID, and then join that result with the ""Highschooler"" table to get their names. Here's the SQL query:

```sql
SELECT h.name
FROM Highschooler h
WHERE ID NOT IN (
  SELECT friend_id FROM Friend
  UNION ALL","PRED_FAIL: near ""To"": syntax error"
network_1,Show the ids of high schoolers who have friends and are also liked by someone else.,SELECT student_id FROM Friend INTERSECT SELECT liked_id FROM Likes,"To find the IDs of high schoolers who have friends and are also liked by someone else, you can use a subquery to first find the IDs of high schoolers who have friends, and then use that result to find the IDs of those students who are also liked by someone else. Here's the SQL query for that:

```sql
SELECT h1.ID
FROM Highschooler h1
WHERE EXISTS (
  SELECT ","PRED_FAIL: near ""To"": syntax error"
network_1,What are the ids of students who both have friends and are liked?,SELECT student_id FROM Friend INTERSECT SELECT liked_id FROM Likes,"To find the IDs of students who both have friends and are liked, you can use a subquery to first find the students who have friends, and then find the students who are also liked by other students. Here's the SQL query:

```sql
SELECT h1.ID
FROM Highschooler h1
WHERE EXISTS (
  SELECT 1
  FROM Friend f1
  WHERE f1.student_id = h1.","PRED_FAIL: near ""To"": syntax error"
network_1,Show name of all students who have some friends and also are liked by someone else.,SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id INTERSECT SELECT T2.name FROM Likes AS T1 JOIN Highschooler AS T2 ON T1.liked_id  =  T2.id,"SELECT h1.name
FROM Highschooler h1
JOIN Friend f1 ON h1.ID = f1.student_id
JOIN Friend f2 ON f1.friend_id = h2.ID
JOIN Highschooler h2 ON h2.ID = f2.student_id
JOIN Likes l1 ON h1.ID = l1.student_id
WHERE h1.ID <> l1.",PRED_FAIL: incomplete input
network_1,What are the names of high schoolers who both have friends and are liked?,SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id INTERSECT SELECT T2.name FROM Likes AS T1 JOIN Highschooler AS T2 ON T1.liked_id  =  T2.id,"To find the names of high schoolers who both have friends and are liked, you can use a subquery to first find the IDs of high schoolers who have both friends and likes, and then join that result with the Highschooler table to get their names. Here's the SQL query:

```sql
SELECT h1.name
FROM Highschooler h1
WHERE h1.ID IN (
  SELECT friend.student_id
 ","PRED_FAIL: near ""To"": syntax error"
network_1,Count the number of likes for each student id.,"SELECT student_id ,  count(*) FROM Likes GROUP BY student_id","SELECT Highschooler.ID, COUNT(Likes.student_id) as num_likes
FROM Highschooler
LEFT JOIN Likes ON Highschooler.ID = Likes.student_id
GROUP BY Highschooler.ID;",MISMATCH
network_1,How many likes correspond to each student id?,"SELECT student_id ,  count(*) FROM Likes GROUP BY student_id","SELECT Highschooler.ID, COUNT(Likes.student_id) as num_likes
FROM Highschooler
LEFT JOIN Likes ON Highschooler.ID = Likes.student_id
GROUP BY Highschooler.ID;",MISMATCH
